date,startup,vertical,city,investors,round,amount,year,month
2015-10-08,Mobikon,Hotel mobile crm software platform,Pune,"Life.SREDA, Qualgro",Private Equity,,2015,10
2015-10-08,Grabhouse,Rental accommodation search platform,Bangalore,Sequoia and Kalaari Capital.,Private Equity,10000000.0,2015,10
2015-10-08,Quifers,Logistics,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000.0,2015,10
2015-10-09,Stockroom.io,Developer portfolio showcase platform,Hyderabad,Undisclosed Investors,Seed Funding,70000.0,2015,10
2015-10-09,Curofy,Doctors network mobile app,Delhi,RoundGlass Partners,Private Equity,,2015,10
2015-10-09,Cloud Lending,End-to-end lending platform,Bangalore,SF Capital Group,Private Equity,8000000.0,2015,10
2015-10-09,Inayo,Healthcare,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,300000.0,2015,10
2015-10-09,WoNoBo,360-degree view creating platform,Bangalore,Quikr,Private Equity,,2015,10
2015-10-09,Kulzy,Advertising & marketing community networking platform,Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000.0,2015,10
2015-10-09,Zeppery,Food & Beverage,Delhi,Suyash Sharma,Seed Funding,77000.0,2015,10
2015-10-12,Zify,Ride sharing platform,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,190000.0,2015,10
2015-10-12,Faircent,Online p2p lending marketplace,Gurgaon,Aarin Capital Partners,Private Equity,,2015,10
2015-10-12,Bizongo,B2b marketplace for industrial goods,Mumbai,Accel Partners,Seed Funding,,2015,10
2015-10-12,Gridle,Cloud based collaboration platform,Ahmedabad,LetsVenture,Seed Funding,100000.0,2015,10
2015-10-12,Tripoto,Global community for travellers,Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,,2015,10
2015-10-12,Mubble,Prepaid bill manager app,Bangalore,Accel Partners,Private Equity,,2015,10
2015-10-13,Voodoo,Mobile only shopping assistant,Delhi,SAIF Partners,Seed Funding,1000000.0,2015,10
2015-10-13,Lookup,Mobile messaging assistant app,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,2500000.0,2015,10
2015-10-14,AskMyGift,Personalized wish list creator app,Noida,Turning Ideas,Seed Funding,50000.0,2015,10
2015-10-14,Gaana.com,Music streaming mobile app,Mumbai,Micromax Informatics Ltd,Private Equity,,2015,10
2015-10-14,Zappfresh,Food & Beverage,Gurgaon,Undisclosed Investors,Seed Funding,77000.0,2015,10
2015-10-14,GymTrekker,Gym discovery platform,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,,2015,10
2015-10-15,Bounty App,Online purchase rewards app,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,,2015,10
2015-10-16,Homers.in,Home rental platform,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,,2015,10
2015-10-16,mShipper,Crowdsourced delivery platform,Delhi,Vijai Laxmi,Seed Funding,,2015,10
2015-10-16,BolRealty,Real estate insights platform,Delhi,Manpreet Singh,Seed Funding,,2015,10
2015-10-17,S-Cube Futuretech,Structural & civil engg service automation,Mumbai,Parampara Capital,Private Equity,1000000.0,2015,10
2015-10-19,LetsVenture,Startup funding marketplace,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,,2015,10
2015-10-19,Citrus Payment,Payments solution platform,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,25000000.0,2015,10
2015-10-19,Holidify,Travel destination discovery platform,Delhi,Aarti Group,Seed Funding,100000.0,2015,10
2015-10-20,PrimaSeller,Order fulfillment saas platform,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,,2015,10
2015-10-20,Opinio,Last mile delivery service,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,7000000.0,2015,10
2015-10-20,Attune Technologies,Healthcare,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,10000000.0,2015,10
2015-10-20,iChef.in,Gourmet meals delivery,Mumbai,Springboard Ventures,Private Equity,,2015,10
2015-10-21,Jiyo Natural,Healthcare,Bangalore,Indian Angel Network,Seed Funding,,2015,10
2015-10-21,AgentDesks,Real estate mobile crm,International,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,2950000.0,2015,10
2015-10-21,White Owl Brewery,Micro-brewery,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,1530000.0,2015,10
2015-10-21,MealHopper,Food & Beverage,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,100000.0,2015,10
2015-10-21,Zenify.in,Residential rental management platform,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,640000.0,2015,10
2015-10-21,Stockal,Personalized stock intelligence platform,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,,2015,10
2015-10-23,Medd,Personal diagnostic mobile app,Mumbai,Group of Angel investors,Seed Funding,150000.0,2015,10
2015-10-23,Leaping Caravan,Food & Beverage,Gurgaon,Group of Angel investors,Seed Funding,150000.0,2015,10
2015-10-23,Frsh,Food & Beverage,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,1000000.0,2015,10
2015-10-23,Qik Stay,Hotel aggregator & booking platform,Delhi,ID Enablers Pvt Ltd,Seed Funding,250000.0,2015,10
2015-10-26,Parcelled,Logistics,Bangalore,Delhivery,Private Equity,5000000.0,2015,10
2015-10-26,AlmaMapper,Online student & campus social networking platform,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,400000.0,2015,10
2015-10-26,Flexing It,Professionals & project search marketplace,Delhi,undisclosed private investors,Seed Funding,500000.0,2015,10
2015-10-26,Netmeds.com,Online pharmacy,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,50000000.0,2015,10
2015-10-26,Razorpay,Online payment gateway,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,9000000.0,2015,10
2015-10-27,Jombay,Psychometric test online software,Pune,Ventureworks India,Private Equity,,2015,10
2015-10-27,Happitoo,Location based nightlife recommendation\\xc2\\xa0 platform,Mumbai,Unnamed investor,Seed Funding,77000.0,2015,10
2015-10-27,Care24,Healthcare,Mumbai,India Quotient,Seed Funding,350000.0,2015,10
2015-10-27,Roadrunnr,Logistics,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,10000000.0,2015,10
2015-10-27,Simpli5d,Online user engagement platform,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,,2015,10
2015-10-28,ORIGA Leasing,Asset financing platform,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,1100000.0,2015,10
2015-10-28,Smartivity.in,Virtual reality activity based learning platform,Delhi,S Chand and Co Pvt Ltd,Seed Funding,200000.0,2015,10
2015-10-28,UrDoorStep,Online grocery store,Bangalore,Jupiter Capital,Private Equity,,2015,10
2015-10-29,Tavaga,Investment management platform,Mumbai,Tracxn Syndicate,Seed Funding,,2015,10
2015-10-29,Moglix,Industrial toons marketplace,Noida,"Accel Partner, Jungle Ventures",Private Equity,,2015,10
2015-10-29,ZopHop,Public commute helper app,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,450000.0,2015,10
2015-10-30,Niki.ai,E-Commerce,Bangalore,Unilazer Ventures,Seed Funding,,2015,10
2015-10-30,Instavans,Logistics,Bangalore,Suresh Vaswani,Seed Funding,,2015,10
2015-10-30,LiftO,Ridesharing mobile app,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,130000.0,2015,10
2015-10-30,TinyOwl,Food & Beverage,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,7500000.0,2015,10
2015-10-30,Toppr.com,Competitive exam learning platform,Mumbai,InnoVen Capital,Private Equity,2000000.0,2015,10
2015-10-30,Kleeto,Document digitization platform,Gurgaon,GREX,Seed Funding,230000.0,2015,10
2015-10-30,BeaconsTalk,Proximity marketing & mobile advertising platform,Mumbai,Puneet Bhatia & others,Seed Funding,80000.0,2015,10
2015-10-31,Jugnoo,Autorickshaw aggregator & booking platform,Chandigarh,Paytm,Private Equity,10000000.0,2015,10
2015-09-01,TOFlo,FinTech,Mumbai,Tania Johny Palathinkal,Seed Funding,100000.0,2015,9
2015-09-01,FXMartIndia,Payment services platform,Chandigarh,Flipkart,Private Equity,,2015,9
2015-09-01,Stylecracker,Personalized styling platform,Mumbai,Group of HNI investors,Private Equity,1000000.0,2015,9
2015-09-01,Luxuryhues,Luxury goods\\xc2\\xa0 shopping platform,Gurgaon,Reliance Capital,Private Equity,900000.0,2015,9
2015-09-02,HolaChef,Food & Beverage,Mumbai,Ratan Tata,Private Equity,,2015,9
2015-09-02,Zivame,Online lingerie marketplace,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40000000.0,2015,9
2015-09-02,Capillary Tech,Cloud software solutions,Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45000000.0,2015,9
2015-09-03,Jobspire,Job search platform,Bangalore,Purvi Capital,Seed Funding,260000.0,2015,9
2015-09-03,MeraDoctor,Doctor consultancy mobile app,Mumbai,India Quotient & other investors,Seed Funding,,2015,9
2015-09-03,Vistaar Finance,Small business financing (nbfc),Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,40000000.0,2015,9
2015-09-03,HiJinny,Beauty & wellness services marketplace,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,,2015,9
2015-09-04,Clapsnslaps,Online movie review platform,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000.0,2015,9
2015-09-04,Blubox,E-Commerce,Mumbai,Ashish Jhalani,Seed Funding,100000.0,2015,9
2015-09-04,RoomCentral,Cloud-based hotel booking platform,Bangalore,Karanpal Singh,Seed Funding,2000000.0,2015,9
2015-09-07,YouthKiAwaaz,Community driven news/views platform,Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000.0,2015,9
2015-09-07,Prozo,Study material marketplace,Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,205000.0,2015,9
2015-09-07,Zomato,Restaurant ratings & reviews platform,Gurgaon,"Temasek, Vy Capital",Private Equity,60000000.0,2015,9
2015-09-07,Sahayog Dairy,Dairy based product manufacturer,Bhopal,Acumen Fund,Private Equity,1800000.0,2015,9
2015-09-08,MockBank,Government test preparation platform,Bangalore,Blume Ventures,Seed Funding,400000.0,2015,9
2015-09-08,ReportBee,Smart report cards for schools,Chennai,India Educational Investment Fund,Seed Funding,,2015,9
2015-09-08,GuruG Learning,Teacher empowerment platform,Bangalore,India Educational Investment Fund,Seed Funding,,2015,9
2015-09-10,OnlineTyari,Multilingual test preparation platform,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000.0,2015,9
2015-09-10,IndustryBuying,Industrial tools marketplace,Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,9200000.0,2015,9
2015-09-10,The/Nudge Foundation,Non profit organization to alleviate poverty,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,315000.0,2015,9
2015-09-11,FitMeIn,Gym & fitness studios subscription platform,Delhi,Green House Ventures,Seed Funding,100000.0,2015,9
2015-09-11,Envoged,Pre-used luxury item marketplace,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,,2015,9
2015-09-11,Zapyle,Pre-used apparel shopping mobile app,Bangalore,,Seed Funding,1000000.0,2015,9
2015-09-11,Renomania,Home design & d\\xc3\\xa9cor platform,Delhi,Subodh Gupta,Seed Funding,,2015,9
2015-09-12,CredR,Used vehicles marketplace,Mumbai,Eight Road Ventures,Private Equity,15000000.0,2015,9
2015-09-12,YatraGenie,Online bus & cab ticketing platform,Hyderabad,Ash Bhardwaj,Private Equity,,2015,9
2015-09-14,CanvasFlip,Mobile app testing platform,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000.0,2015,9
2015-09-14,Shadowfax,Hyperlocal delivery services,Gurgaon,Eight Roads Ventures,Private Equity,9000000.0,2015,9
2015-09-14,UE Life Sciences,Early cancer detection solutions,US,"Aarin Capital, Unitus Seed Fund",Private Equity,3000000.0,2015,9
2015-09-14,Ola Cabs,Cab rental mobile app,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,225000000.0,2015,9
2015-09-15,Coverfox,Online insurance distribution platform,Mumbai,Cataraman Ventures,Private Equity,2000000.0,2015,9
2015-09-15,MoEngage,Mobile marketing automation platform,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,4250000.0,2015,9
2015-09-15,Mubble,Prepaid mobile bill manager app,Bangalore,Nandan Nilekani,Seed Funding,,2015,9
2015-09-15,Tea Trails,Chain of tea caf\\xc3\\xa9\\xe2\\x80\\x99s,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,1000000.0,2015,9
2015-09-15,Room on Call,Branded budget hotel marketplace,Noida,Payal Syal,Seed Funding,300000.0,2015,9
2015-09-15,FYNE,Home fitting & fixtures marketplace,Bangalore,Sandeep Dama & Others,Seed Funding,,2015,9
2015-09-16,ChaiPoint,Food & Beverage,Bangalore,Eight Roads Ventures,Private Equity,10000000.0,2015,9
2015-09-16,WedmeGood.com,Wedding planning platform,Gurgaon,Indian Angel Network,Seed Funding,410000.0,2015,9
2015-09-16,XSTOK,B2b mobile auction marketplace,Mumbai,Oliphans Capital,Seed Funding,450000.0,2015,9
2015-09-17,UniLog,E-Commerce,Bangalore,Kalaari Capital,Private Equity,,2015,9
2015-09-17,Paintcollar,Designer merchandize marketplace,Mumbai,Applyifi,Seed Funding,,2015,9
2015-09-17,YepMe,Private label fashion etailer,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75000000.0,2015,9
2015-09-17,Bueno,Food & Beverage,Gurgaon,High Networth Individuals (No details),Seed Funding,600000.0,2015,9
2015-09-18,Plabro,Real estate broker platform app,Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000.0,2015,9
2015-09-18,CureJoy,Healthcare,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1150000.0,2015,9
2015-09-18,Briston Technomach,Internet of things platform,Delhi,Undisclosed,Seed Funding,150000.0,2015,9
2015-09-18,LabStreet,Diagnostic labs aggregator platform,Gurgaon,Multiple investors,Seed Funding,150000.0,2015,9
2015-09-19,DailyNinja,Hyperlocal delivery platform,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,,2015,9
2015-09-21,Portea Medical,Home medical care services,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,37500000.0,2015,9
2015-09-21,Neotrade Analytics,Real-time stock data platform,Bangalore,Rainmatter,Seed Funding,235000.0,2015,9
2015-09-21,DishCo,Food & Beverage,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,,2015,9
2015-09-21,LafaLafa,Coupons and cashback aggregator app,Mumbai,500 Startups,Seed Funding,125000.0,2015,9
2015-09-21,ConnectAbank,Financial products lead generation platform,Mumbai,Prakhar Bumb,Seed Funding,,2015,9
2015-09-22,VillFarm,Sustainable agri-inputs firm,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,,2015,9
2015-09-22,Bestdealfinance,Financial services portal,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,3000000.0,2015,9
2015-09-22,GameXS.in,Pre-owned games marketplace,Delhi,Lead Angels,Seed Funding,,2015,9
2015-09-22,The Man Company,E-Commerce,Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,,2015,9
2015-09-22,Virtual Logic,"Virtual reality, 3d simulation and stereoscopic products",Bangalore,Swarnim Multiventures,Private Equity,800000.0,2015,9
2015-09-22,Furdo,Online interior designing platform,Bangalore,Bhavdeep Reddy,Seed Funding,400000.0,2015,9
2015-09-22,LogiNext,Logistics,Mumbai,Paytm,Private Equity,10000000.0,2015,9
2015-09-22,Korra,Private label apparel sales,Delhi,Asha Jadeja Motwani & Others,Seed Funding,300000.0,2015,9
2015-09-23,Credihealth,Healthcare,Gurgaon,Rajat Malhotra,Seed Funding,,2015,9
2015-09-23,Amigobulls,Stock market portal,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,,2015,9
2015-09-23,SilverPush,Cross-device retargeting platform,Gurgaon,M&S Partners,Private Equity,1200000.0,2015,9
2015-09-23,Juggernaut,Digital & physical publishing platform,Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,2250000.0,2015,9
2015-09-23,InnerChef,Food & Beverage,Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,1750000.0,2015,9
2015-09-24,Quintype,Data driven publishing platform,Bangalore,Raghav Bahl,Private Equity,3300000.0,2015,9
2015-09-24,Capabiliti,Employee onboarding & orientation platform,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000.0,2015,9
2015-09-24,Fourth Partner Energy,Solar power solutions company,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2000000.0,2015,9
2015-09-24,Licious,Online meat ordering platform,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1000000.0,2015,9
2015-09-25,TravelKhana,Online meal-booking platform for train travelers,Delhi,Astarc Ventures & Others,Seed Funding,,2015,9
2015-09-28,Quickli,Hyperlocal delivery platform,Delhi,"500 Startups, Mato Peric & Others",Seed Funding,,2015,9
2015-09-28,Ola Cabs,Cab booking app platform,Bangalore,Didi Kuaidi,Private Equity,30000000.0,2015,9
2015-09-29,Paytm,E-Commerce,Delhi,"Alibaba Group, Ant Financial",Private Equity,680000000.0,2015,9
2015-09-29,Inmobi,Mobile advertising platform,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,100000000.0,2015,9
2015-09-29,Peppertap,Hyperlocal grocery delivery,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,36000000.0,2015,9
2015-09-29,Hugefly,E-Commerce,Pune,Mayank Singhal and others,Seed Funding,,2015,9
2015-09-29,Brigge,Activity based social network,Chennai,The Chennai Angels,Seed Funding,,2015,9
2015-09-29,Zakoopi,Fashion discovery platform,Delhi,Uniqorn Ventures,Seed Funding,350000.0,2015,9
2015-09-29,LoanCircle,Consumer lending marketplace,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,,2015,9
2015-09-30,Infoworks,Big data management platform,Bangalore,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,5000000.0,2015,9
2015-09-30,RedDoorz,Budget accommodation platform,Noida,Jungle Ventures,Seed Funding,1000000.0,2015,9
2015-09-30,FirstTouch,Local mobile os,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,,2015,9
2015-09-30,Eywa Media,Digital signal processing platform,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,1000000.0,2015,9
2015-08-01,Snapdeal,E-Commerce,Delhi,"Alibaba, Foxconn, Softbank",Private Equity,500000000.0,2015,8
2015-08-01,Ressy,Restaurant discount app,Pune,Mohandas Pai & others,Seed Funding,400000.0,2015,8
2015-08-03,Cuelearn,Technology,Delhi,Alok Mittal,Seed Funding,,2015,8
2015-08-03,Connect India,E-Commerce,Delhi,Aavishkaar,Private Equity,5000000.0,2015,8
2015-08-03,The Home Salon,On-demand home beauty and wellness portal,Mumbai,VentureNursery,Seed Funding,,2015,8
2015-08-03,Jusride,Self driven car rental,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,,2015,8
2015-08-03,Oyorooms,Budget hotel accommodation brand,Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,100000000.0,2015,8
2015-08-03,Glowship,Energy & environment online marketplace,Bangalore,Infuse Ventures,Seed Funding,,2015,8
2015-08-03,Wizrocket,User engagment & analytics platform,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,9600000.0,2015,8
2015-08-04,Pickingo,Logistics,Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000.0,2015,8
2015-08-05,Grex,Fund raising platform for startups,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000.0,2015,8
2015-08-05,LetsTransport,Logistics,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000.0,2015,8
2015-08-05,Zo Rooms,Online budget hotel chain,Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000.0,2015,8
2015-08-05,Doormint,Hyperlocal handyman services,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000.0,2015,8
2015-08-05,NightStay,Hotel booking app,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000.0,2015,8
2015-08-05,Zocalo,Rental accomodation finder,Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,,2015,8
2015-08-05,Sunday Realty Solutions,Technology,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000.0,2015,8
2015-08-06,Klozee,Luxury apparel rental,Bangalore,Tracxn Labs,Seed Funding,,2015,8
2015-08-06,Appvigil,App security\\xc2\\xa0 testing platform,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000.0,2015,8
2015-08-06,practo,Doctor appointment booking app,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000.0,2015,8
2015-08-06,LoudShout,Anonymous bulletin board app,Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,,2015,8
2015-08-06,Wetravelsolo,Travel community platform,Delhi,"CCube Angels, Frontline Strategy",Seed Funding,,2015,8
2015-08-06,Ketto,Crowd funding platform,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000.0,2015,8
2015-08-06,Ezetap,Mobile based pos solution,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000.0,2015,8
2015-08-06,NDTV ecommerce venture,E-Commerce,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,,2015,8
2015-08-07,Carl\\xe2\\x80\\x99s Jr,Food & Beverage,Gurgaon,YouWeCan Ventures,Seed Funding,630000.0,2015,8
2015-08-07,EasyRewardz,Loyalty programs & reward points,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000.0,2015,8
2015-08-07,GIBSS,Energy saving solutions provider,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,,2015,8
2015-08-07,StoreMore.in,Self-storage spaces,Noida,Bedrock Ventures,Seed Funding,,2015,8
2015-08-07,iOrderFresh,Grocery retail mobile app,Delhi,Best Foodworks,Seed Funding,,2015,8
2015-08-10,MyTaxiIndia,Taxi rental platform,Gurgaon,"Nihon Kotsu,",Private Equity,500000.0,2015,8
2015-08-10,eSadar,E-Commerce,Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000.0,2015,8
2015-08-10,Actionable Analytics,Machine learning platform,Delhi,"B M Gupta, Vinod Singhal",Seed Funding,,2015,8
2015-08-10,MyPoolin,Mobile social network,Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000.0,2015,8
2015-08-10,NearBuy (previously\\xc2\\xa0 groupon India),E-Commerce,Delhi,Sequoia Capital,Private Equity,16000000.0,2015,8
2015-08-10,Inkmonk,Online printing marketplace,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000.0,2015,8
2015-08-10,ToneTag,Mobile payment software platform,Bangalore,Reliance Capital Venture,Private Equity,1000000.0,2015,8
2015-08-10,Grey Orange,Automated storage & warehousing solution,Gurgaon,Tiger Global Management,Private Equity,30000000.0,2015,8
2015-08-11,Livspace,Home design & d\\xc3\\xa9cor solutions,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000.0,2015,8
2015-08-11,WOW! MOMO,Quick service restaurant chain,Kolkata,Indian Angel Network,Seed Funding,1600000.0,2015,8
2015-08-11,RainCan,Subscription based online grocery platform,Pune,Ajeet Khurana & Others,Seed Funding,100000.0,2015,8
2015-08-11,Allygrow Technologies,Engineering services company,Mumbai,Zodius Technology Fund,Private Equity,20000000.0,2015,8
2015-08-11,Infogain,Business and it consulting,Delhi,ChrysCapital,Private Equity,63000000.0,2015,8
2015-08-12,OneAssist,Credit card fraud protection solutions,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000.0,2015,8
2015-08-12,BigBasket,Online & mobile grocery store,Bangalore,Bessemer Venture Partners,Private Equity,50000000.0,2015,8
2015-08-12,Sheroes,Career community for women,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000.0,2015,8
2015-08-12,Scripbox,Mutual fund investing platform,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000.0,2015,8
2015-08-13,etaout,E-Commerce,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,500000.0,2015,8
2015-08-13,IFMR Holdings,Financial inclusion platform,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000.0,2015,8
2015-08-13,Massblurb,Digital marketing automation solution,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,,2015,8
2015-08-13,Agrostar,Mobile commerce for farmers,Pune,IDG Ventures,Private Equity,4000000.0,2015,8
2015-08-14,VoxWeb,Picture based social app,Mumbai,Jitendra Gupta & others,Seed Funding,100000.0,2015,8
2015-08-14,Trukky,Logistics,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,245000.0,2015,8
2015-08-14,VanityCube,On-demand beauty services,Delhi,Group of angel investors,Seed Funding,,2015,8
2015-08-17,Edu4Share,Exam preparation platform,Delhi,Nalin Jain & other angel investors,Seed Funding,220000.0,2015,8
2015-08-17,YourStory,Startup focused online publisher,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,,2015,8
2015-08-17,Sampurnearth,Waste management solutions,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000.0,2015,8
2015-08-17,Orobind,App based fitness coaching,Bangalore,Existing & New Investors,Private Equity,,2015,8
2015-08-17,Fixy,On demand cleaning & fixing services,Mumbai,VentureNursery,Seed Funding,,2015,8
2015-08-17,MSM Box,Beauty & lifestyle platform,Delhi,Rohit Goel,Seed Funding,,2015,8
2015-08-17,ShadowFax,On-demand delivery service,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,310000.0,2015,8
